?cls	?pred	?val	?synType
<https://w3id.org/pmd/co/PMD_0050015>	<http://www.w3.org/2000/01/rdf-schema#label>	"Flexible PVC (fPVC)"@en	
<https://w3id.org/pmd/co/PMD_0000547>	<http://www.w3.org/2000/01/rdf-schema#label>	"change of aggregate state"@en	
<https://w3id.org/pmd/co/PMD_0000827>	<http://www.w3.org/2000/01/rdf-schema#label>	"magnetizing device"@en	
<https://w3id.org/pmd/co/PMD_0000827>	<http://www.w3.org/2000/01/rdf-schema#label>	"Magnetisierungsgerät"@de	
<https://w3id.org/pmd/co/PMD_0000665>	<http://www.w3.org/2000/01/rdf-schema#label>	"gravimetric analyzer"@en	
<https://w3id.org/pmd/co/PMD_0000665>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gravimetrischer Analysator"@de	
<https://w3id.org/pmd/co/PMD_0000813>	<http://www.w3.org/2000/01/rdf-schema#label>	"knife"@en	
<https://w3id.org/pmd/co/PMD_0000813>	<http://www.w3.org/2000/01/rdf-schema#label>	"Messer"@de	
<https://w3id.org/pmd/co/PMD_0050001>	<http://www.w3.org/2000/01/rdf-schema#label>	"covalent bond"@en	
<https://w3id.org/pmd/co/PMD_0000882>	<http://www.w3.org/2000/01/rdf-schema#label>	"phase boundary"@en	
<https://w3id.org/pmd/co/PMD_0020204>	<http://www.w3.org/2000/01/rdf-schema#label>	"pore"@en	
<https://w3id.org/pmd/co/PMD_0020042>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of cadmium"@en	
<https://w3id.org/pmd/co/PMD_0000962>	<http://www.w3.org/2000/01/rdf-schema#label>	"Überkritische Fluidchromatographie Verfahren"@de	
<https://w3id.org/pmd/co/PMD_0000962>	<http://www.w3.org/2000/01/rdf-schema#label>	"supercritical fluid chromatography process"@en	
<https://w3id.org/pmd/co/PMD_0000651>	<http://www.w3.org/2000/01/rdf-schema#label>	"forming under shearing conditions"@en	
<https://w3id.org/pmd/co/PMD_0000651>	<http://www.w3.org/2000/01/rdf-schema#label>	"Schubumformen"@de	
<http://purl.obolibrary.org/obo/CHEBI_33390>	<http://www.w3.org/2000/01/rdf-schema#label>	"curium atom"	
<https://w3id.org/pmd/co/PMD_0020034>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of molybdenum"@en	
<http://purl.obolibrary.org/obo/CHEBI_28984>	<http://www.w3.org/2000/01/rdf-schema#label>	"aluminium atom"	
<https://w3id.org/pmd/co/PMD_0050028>	<http://www.w3.org/2000/01/rdf-schema#label>	"melamine formaldehyde"@en	
<http://purl.obolibrary.org/obo/CHEBI_33313>	<http://www.w3.org/2000/01/rdf-schema#label>	"polonium atom"	
<http://purl.obolibrary.org/obo/CHEBI_33382>	<http://www.w3.org/2000/01/rdf-schema#label>	"lutetium atom"	
<https://w3id.org/pmd/co/PMD_0000895>	<http://www.w3.org/2000/01/rdf-schema#label>	"pressing on - in"@en	
<https://w3id.org/pmd/co/PMD_0000895>	<http://www.w3.org/2000/01/rdf-schema#label>	"Anpressen - Einpressen"@de	
<https://w3id.org/pmd/co/PMD_0000975>	<http://www.w3.org/2000/01/rdf-schema#label>	"test piece role"@en	
<https://w3id.org/pmd/co/PMD_0000975>	<http://www.w3.org/2000/01/rdf-schema#label>	"Proben-Rolle"@de	
<https://w3id.org/pmd/co/PMD_0020050>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of silicon"@en	
<https://w3id.org/pmd/co/PMD_0050066>	<http://www.w3.org/2000/01/rdf-schema#label>	"Boron Carbide (B₄C)"@en	
<https://w3id.org/pmd/co/PMD_0000791>	<http://www.w3.org/2000/01/rdf-schema#label>	"induction furnace"@en	
<https://w3id.org/pmd/co/PMD_0000791>	<http://www.w3.org/2000/01/rdf-schema#label>	"Induktionsofen"@de	
<https://w3id.org/pmd/co/PMD_0050014>	<http://www.w3.org/2000/01/rdf-schema#label>	"Rigid PVC (uPVC)"@en	
<http://purl.obolibrary.org/obo/CHEBI_18248>	<http://www.w3.org/2000/01/rdf-schema#label>	"iron atom"	
<http://purl.obolibrary.org/obo/CHEBI_137980>	<http://www.w3.org/2000/01/rdf-schema#label>	"metalloid atom"	
<https://w3id.org/pmd/co/PMD_0000560>	<http://www.w3.org/2000/01/rdf-schema#label>	"cleaning"@en	
<https://w3id.org/pmd/co/PMD_0000560>	<http://www.w3.org/2000/01/rdf-schema#label>	"Reinigen"@de	
<https://w3id.org/pmd/co/PMD_0000826>	<http://www.w3.org/2000/01/rdf-schema#label>	"Magnetisieren"@de	
<https://w3id.org/pmd/co/PMD_0000826>	<http://www.w3.org/2000/01/rdf-schema#label>	"magnetizing"@en	
<https://w3id.org/pmd/co/PMD_0000818>	<http://www.w3.org/2000/01/rdf-schema#label>	"lathe"@en	
<https://w3id.org/pmd/co/PMD_0000818>	<http://www.w3.org/2000/01/rdf-schema#label>	"Drehmaschine"@de	
<https://w3id.org/pmd/co/PMD_0000961>	<http://www.w3.org/2000/01/rdf-schema#label>	"sublimation point"@en	
<https://w3id.org/pmd/co/PMD_0000856>	<http://www.w3.org/2000/01/rdf-schema#label>	"microscopy process"@en	
<https://w3id.org/pmd/co/PMD_0000856>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mikroskopie Verfahren"@de	
<https://w3id.org/pmd/co/PMD_0050052>	<http://www.w3.org/2000/01/rdf-schema#label>	"leucite-based glass-ceramics"@en	
<https://w3id.org/pmd/co/PMD_0050006>	<http://www.w3.org/2000/01/rdf-schema#label>	"low-density polyethylene"@en	
<https://w3id.org/pmd/co/PMD_0050030>	<http://www.w3.org/2000/01/rdf-schema#label>	"elastomers"@en	
<http://purl.obolibrary.org/obo/BFO_0000029>	<http://www.w3.org/2000/01/rdf-schema#label>	"site"@en	
<https://w3id.org/pmd/co/PMD_0000625>	<http://www.w3.org/2000/01/rdf-schema#label>	"electron microscopy"@en	
<https://w3id.org/pmd/co/PMD_0000625>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elektronenmikroskopie"@de	
<http://purl.obolibrary.org/obo/CHEBI_27568>	<http://www.w3.org/2000/01/rdf-schema#label>	"selenium atom"	
<http://purl.obolibrary.org/obo/CHEBI_33395>	<http://www.w3.org/2000/01/rdf-schema#label>	"mendelevium atom"	
<https://w3id.org/pmd/co/PMD_0020071>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of aluminium"@en	
<https://w3id.org/pmd/co/PMD_0050022>	<http://www.w3.org/2000/01/rdf-schema#label>	"thermosetting polymers"@en	
<https://w3id.org/pmd/co/PMD_0020063>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of neon"@en	
<https://w3id.org/pmd/co/PMD_0050079>	<http://www.w3.org/2000/01/rdf-schema#label>	"SiC Matrix Composites"@en	
<http://purl.obolibrary.org/obo/CHEBI_33381>	<http://www.w3.org/2000/01/rdf-schema#label>	"ytterbium"	
<https://w3id.org/pmd/co/PMD_0000611>	<http://www.w3.org/2000/01/rdf-schema#label>	"dimension measuring process"@en	
<https://w3id.org/pmd/co/PMD_0000611>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dimensions Messprozess"@de	
<https://w3id.org/pmd/co/PMD_0050065>	<http://www.w3.org/2000/01/rdf-schema#label>	"Tungsten Carbide (WC)"@en	
<https://w3id.org/pmd/co/PMD_0000834>	<http://www.w3.org/2000/01/rdf-schema#label>	"map"@en	
<https://w3id.org/pmd/co/PMD_0000558>	<http://www.w3.org/2000/01/rdf-schema#label>	"circular saw"@en	
<https://w3id.org/pmd/co/PMD_0000558>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kreissäge"@de	
<https://w3id.org/pmd/co/PMD_0000638>	<http://www.w3.org/2000/01/rdf-schema#label>	"fatigue testing process"@en	
<https://w3id.org/pmd/co/PMD_0000638>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ermüdungsprüfverfahren"@de	
<https://w3id.org/pmd/co/PMD_0000869>	<http://www.w3.org/2000/01/rdf-schema#label>	"occurence of chemical reaction"@en	
<https://w3id.org/pmd/co/PMD_0000855>	<http://www.w3.org/2000/01/rdf-schema#label>	"microscope"@en	
<https://w3id.org/pmd/co/PMD_0000855>	<http://www.w3.org/2000/01/rdf-schema#label>	"Mikroskop"@de	
<https://w3id.org/pmd/co/PMD_0020048>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of boron"@en	
<https://w3id.org/pmd/co/PMD_0050100>	<http://www.w3.org/2000/01/rdf-schema#label>	"calcium sulfate"@en	
<https://w3id.org/pmd/co/PMD_0050057>	<http://www.w3.org/2000/01/rdf-schema#label>	"Zirconia (ZrO₂)"@en	
<https://w3id.org/pmd/co/PMD_0020128>	<http://www.w3.org/2000/01/rdf-schema#label>	"thermodynamic system"@en	
<https://w3id.org/pmd/co/PMD_0000624>	<http://www.w3.org/2000/01/rdf-schema#label>	"electron microscope"@en	
<https://w3id.org/pmd/co/PMD_0000624>	<http://www.w3.org/2000/01/rdf-schema#label>	"Elektronenmikroskop"@de	
<https://w3id.org/pmd/co/PMD_0050035>	<http://www.w3.org/2000/01/rdf-schema#label>	"ethylene propylene diene monomer"@en	
<http://purl.obolibrary.org/obo/BFO_0000140>	<http://www.w3.org/2000/01/rdf-schema#label>	"continuant fiat boundary"@en	
<http://purl.obolibrary.org/obo/BFO_0000027>	<http://www.w3.org/2000/01/rdf-schema#label>	"object aggregate"@en	
<https://w3id.org/pmd/co/PMD_0000847>	<http://www.w3.org/2000/01/rdf-schema#label>	"measuring function"@en	
<https://w3id.org/pmd/co/PMD_0000847>	<http://www.w3.org/2000/01/rdf-schema#label>	"Messfunktion"@de	
<https://w3id.org/pmd/co/PMD_0000989>	<http://www.w3.org/2000/01/rdf-schema#label>	"thin-layer chromatography process"@en	
<https://w3id.org/pmd/co/PMD_0000989>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dünnschichtchromatographie Verfahren"@de	
<https://w3id.org/pmd/co/PMD_0050021>	<http://www.w3.org/2000/01/rdf-schema#label>	"Crystalline PET (CPET)"@en	
<https://w3id.org/pmd/co/PMD_0050073>	<http://www.w3.org/2000/01/rdf-schema#label>	"Zirconium Diboride (ZrB₂)"@en	
<https://w3id.org/pmd/co/PMD_0000003>	<http://www.w3.org/2000/01/rdf-schema#label>	"plan specification"@en	
<https://w3id.org/pmd/co/PMD_0000574>	<http://www.w3.org/2000/01/rdf-schema#label>	"coating from the pulpy or pasty state"@en	
<https://w3id.org/pmd/co/PMD_0000574>	<http://www.w3.org/2000/01/rdf-schema#label>	"Beschichten Aus Dem Breiigen Oder Pastösen Zustand"@de	
<https://w3id.org/pmd/co/PMD_0000616>	<http://www.w3.org/2000/01/rdf-schema#label>	"dynamic mechanical analysis process"@en	
<https://w3id.org/pmd/co/PMD_0000616>	<http://www.w3.org/2000/01/rdf-schema#label>	"Dynamisch-mechanische Analyse-Verfahren"@de	
<http://purl.obolibrary.org/obo/CHEBI_30513>	<http://www.w3.org/2000/01/rdf-schema#label>	"antimony atom"	
<https://w3id.org/pmd/co/PMD_0050113>	<http://www.w3.org/2000/01/rdf-schema#label>	"non-silicate glasses"@en	
<https://w3id.org/pmd/co/PMD_0000797>	<http://www.w3.org/2000/01/rdf-schema#label>	"ion microscope"@en	
<https://w3id.org/pmd/co/PMD_0000797>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ionenmikroskop"@de	
<https://w3id.org/pmd/co/PMD_0020092>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of palladium"@en	
<https://w3id.org/pmd/co/PMD_0000566>	<http://www.w3.org/2000/01/rdf-schema#label>	"coating by welding"@en	
<https://w3id.org/pmd/co/PMD_0000566>	<http://www.w3.org/2000/01/rdf-schema#label>	"Beschichten Durch Schweissen"@de	
<http://purl.obolibrary.org/obo/CHEBI_33310>	<http://www.w3.org/2000/01/rdf-schema#label>	"neon atom"	
<https://w3id.org/pmd/co/PMD_0000552>	<http://www.w3.org/2000/01/rdf-schema#label>	"chemical composition analyzing process"@en	
<https://w3id.org/pmd/co/PMD_0000552>	<http://www.w3.org/2000/01/rdf-schema#label>	"Analyseverfahren für die chemische Zusammensetzung"@de	
<https://w3id.org/pmd/co/PMD_0000783>	<http://www.w3.org/2000/01/rdf-schema#label>	"high throughput simulation"@en	
<https://w3id.org/pmd/co/PMD_0000783>	<http://www.w3.org/2000/01/rdf-schema#label>	"Hochdurchsatzsimulation"@de	
<https://w3id.org/pmd/co/PMD_0000967>	<http://www.w3.org/2000/01/rdf-schema#label>	"temperature"@en	
<https://w3id.org/pmd/co/PMD_0050105>	<http://www.w3.org/2000/01/rdf-schema#label>	"tinted glass"@en	
<https://w3id.org/pmd/co/PMD_0001006>	<http://www.w3.org/2000/01/rdf-schema#label>	"water purification system"@en	
<https://w3id.org/pmd/co/PMD_0001006>	<http://www.w3.org/2000/01/rdf-schema#label>	"Wasseraufbereitungssystem"@de	
<https://w3id.org/pmd/co/PMD_0000510>	<http://www.w3.org/2000/01/rdf-schema#label>	"adjustment device role"@en	
<https://w3id.org/pmd/co/PMD_0000510>	<http://www.w3.org/2000/01/rdf-schema#label>	"Einstellungsgeräterolle"@de	
<http://purl.obolibrary.org/obo/BFO_0000026>	<http://www.w3.org/2000/01/rdf-schema#label>	"one-dimensional spatial region"@en	
<https://w3id.org/pmd/co/PMD_0020077>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of samarium"@en	
<https://w3id.org/pmd/co/PMD_0050086>	<http://www.w3.org/2000/01/rdf-schema#label>	"soft ferrites"@en	
<https://w3id.org/pmd/co/PMD_0020069>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of mercury"@en	
<http://purl.obolibrary.org/obo/CHEBI_33387>	<http://www.w3.org/2000/01/rdf-schema#label>	"neptunium atom"	
<https://w3id.org/pmd/co/PMD_0000518>	<http://www.w3.org/2000/01/rdf-schema#label>	"application of elastic impact"@en	
<https://w3id.org/pmd/co/PMD_0050121>	<http://www.w3.org/2000/01/rdf-schema#label>	"flint glass"@en	
<http://purl.obolibrary.org/obo/CHEBI_29362>	<http://www.w3.org/2000/01/rdf-schema#label>	"ethylene group"	
<https://w3id.org/pmd/co/PMD_0000579>	<http://www.w3.org/2000/01/rdf-schema#label>	"compounding machine"@en	
<https://w3id.org/pmd/co/PMD_0000579>	<http://www.w3.org/2000/01/rdf-schema#label>	"Compoundiermaschine"@de	
<https://w3id.org/pmd/co/PMD_0000796>	<http://www.w3.org/2000/01/rdf-schema#label>	"ion exchange chromatography system"@en	
<https://w3id.org/pmd/co/PMD_0000796>	<http://www.w3.org/2000/01/rdf-schema#label>	"Ionenaustausch-Chromatographiesystem"@de	
<https://w3id.org/pmd/co/PMD_0000980>	<http://www.w3.org/2000/01/rdf-schema#label>	"thermal conductivity measuring function"@en	
<https://w3id.org/pmd/co/PMD_0000980>	<http://www.w3.org/2000/01/rdf-schema#label>	"Wärmeleitfähigkeitsmessfunktion"@de	
<https://w3id.org/pmd/co/PMD_0000876>	<http://www.w3.org/2000/01/rdf-schema#label>	"optical profilometer"@en	
<https://w3id.org/pmd/co/PMD_0000876>	<http://www.w3.org/2000/01/rdf-schema#label>	"Optisches Profilometer"@de	
<https://w3id.org/pmd/co/PMD_0000565>	<http://www.w3.org/2000/01/rdf-schema#label>	"coating by soldering"@en	
<https://w3id.org/pmd/co/PMD_0000565>	<http://www.w3.org/2000/01/rdf-schema#label>	"Beschichten Durch Löten"@de	
<https://w3id.org/pmd/co/PMD_0000645>	<http://www.w3.org/2000/01/rdf-schema#label>	"formation of notch or scratch"@en	
<https://w3id.org/pmd/co/PMD_0000862>	<http://www.w3.org/2000/01/rdf-schema#label>	"monte carlo simulation"@en	
<https://w3id.org/pmd/co/PMD_0000862>	<http://www.w3.org/2000/01/rdf-schema#label>	"Monte Carlo Simulation"@de	
<https://w3id.org/pmd/co/PMD_0000595>	<http://www.w3.org/2000/01/rdf-schema#label>	"defect density"@en	
<https://w3id.org/pmd/co/PMD_0000911>	<http://www.w3.org/2000/01/rdf-schema#label>	"reflectivity"@en	
<https://w3id.org/pmd/co/PMD_0000017>	<http://www.w3.org/2000/01/rdf-schema#label>	"identifier"@en	
<https://w3id.org/pmd/co/PMD_0000919>	<http://www.w3.org/2000/01/rdf-schema#label>	"sample role"@en	
<https://w3id.org/pmd/co/PMD_0000919>	<http://www.w3.org/2000/01/rdf-schema#label>	"Probe-Rolle"@de	
<http://purl.obolibrary.org/obo/OBI_0000379>	<http://www.w3.org/2000/01/rdf-schema#label>	"mechanical function"@en	
<https://w3id.org/pmd/co/PMD_0001019>	<http://www.w3.org/2000/01/rdf-schema#label>	"x-ray spectroscopy"@en	
<https://w3id.org/pmd/co/PMD_0001019>	<http://www.w3.org/2000/01/rdf-schema#label>	"Röntgenspektroskopie"@de	
<https://w3id.org/pmd/co/PMD_0001005>	<http://www.w3.org/2000/01/rdf-schema#label>	"viscometry"@en	
<https://w3id.org/pmd/co/PMD_0001005>	<http://www.w3.org/2000/01/rdf-schema#label>	"Viskosimetrie"@de	
<https://w3id.org/pmd/co/PMD_0000581>	<http://www.w3.org/2000/01/rdf-schema#label>	"compression testing process"@en	
<https://w3id.org/pmd/co/PMD_0000581>	<http://www.w3.org/2000/01/rdf-schema#label>	"Druckprüfverfahren"@de	
<http://purl.obolibrary.org/obo/BFO_0000034>	<http://www.w3.org/2000/01/rdf-schema#label>	"function"@en	
<https://w3id.org/pmd/co/PMD_0000526>	<http://www.w3.org/2000/01/rdf-schema#label>	"atomic structure"@en	
<http://purl.obolibrary.org/obo/CHEBI_33331>	<http://www.w3.org/2000/01/rdf-schema#label>	"yttrium atom"	
<https://w3id.org/pmd/co/PMD_0000996>	<http://www.w3.org/2000/01/rdf-schema#label>	"triple point"@en	
<https://w3id.org/pmd/co/PMD_0020068>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of zinc"@en	
<https://w3id.org/pmd/co/PMD_0050134>	<http://www.w3.org/2000/01/rdf-schema#label>	"conductive glass"@en	
<http://purl.obolibrary.org/obo/CHEBI_27007>	<http://www.w3.org/2000/01/rdf-schema#label>	"tin atom"	
<https://w3id.org/pmd/co/PMD_0050120>	<http://www.w3.org/2000/01/rdf-schema#label>	"crown glass"@en	
<https://w3id.org/pmd/co/PMD_0000512>	<http://www.w3.org/2000/01/rdf-schema#label>	"aggregate state"@en	
<https://w3id.org/pmd/co/PMD_0050084>	<http://www.w3.org/2000/01/rdf-schema#label>	"lead zirconate titanate (pzt)"@en	
<https://w3id.org/pmd/co/PMD_0050119>	<http://www.w3.org/2000/01/rdf-schema#label>	"fused silica glass"@en	
<https://w3id.org/pmd/co/PMD_0050070>	<http://www.w3.org/2000/01/rdf-schema#label>	"Boron Nitride (BN)"@en	
<https://w3id.org/pmd/co/PMD_0020098>	<http://www.w3.org/2000/01/rdf-schema#label>	"nature constant"@en	
<https://w3id.org/pmd/co/PMD_0050150>	<http://www.w3.org/2000/01/rdf-schema#label>	"iron-based metallic glass"@en	
<https://w3id.org/pmd/co/PMD_0000924>	<http://www.w3.org/2000/01/rdf-schema#label>	"scratch hardness"@en	
<https://w3id.org/pmd/co/PMD_0000539>	<http://www.w3.org/2000/01/rdf-schema#label>	"bulk modulus"@en	
<https://w3id.org/pmd/co/PMD_0001021>	<http://www.w3.org/2000/01/rdf-schema#label>	"x-ray analyzer"@en	
<https://w3id.org/pmd/co/PMD_0001021>	<http://www.w3.org/2000/01/rdf-schema#label>	"Röntgenanalysator"@de	
<https://w3id.org/pmd/co/PMD_0000594>	<http://www.w3.org/2000/01/rdf-schema#label>	"Deep Learning"@de	
<https://w3id.org/pmd/co/PMD_0000594>	<http://www.w3.org/2000/01/rdf-schema#label>	"deep learning"@en	
<https://w3id.org/pmd/co/PMD_0000910>	<http://www.w3.org/2000/01/rdf-schema#label>	"rebound hardness"@en	
<https://w3id.org/pmd/co/PMD_0000805>	<http://www.w3.org/2000/01/rdf-schema#label>	"irradiation function"@en	
<https://w3id.org/pmd/co/PMD_0000805>	<http://www.w3.org/2000/01/rdf-schema#label>	"Irradiationsfunktion"@de	
<https://w3id.org/pmd/co/PMD_0020029>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of chromium"@en	
<http://purl.obolibrary.org/obo/CHEBI_194541>	<http://www.w3.org/2000/01/rdf-schema#label>	"oganesson atom"	
<https://w3id.org/pmd/co/PMD_0020084>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of osmium"@en	
<https://w3id.org/pmd/co/PMD_0000940>	<http://www.w3.org/2000/01/rdf-schema#label>	"spalling testing machine"@en	
<https://w3id.org/pmd/co/PMD_0000940>	<http://www.w3.org/2000/01/rdf-schema#label>	"Abplatzprüfmaschine"@de	
<http://purl.obolibrary.org/obo/CHEBI_194533>	<http://www.w3.org/2000/01/rdf-schema#label>	"nihonium atom"	
<http://purl.obolibrary.org/obo/CHEBI_33517>	<http://www.w3.org/2000/01/rdf-schema#label>	"copernicium atom"	
<http://purl.obolibrary.org/obo/CHEBI_33344>	<http://www.w3.org/2000/01/rdf-schema#label>	"niobium atom"	
<http://purl.obolibrary.org/obo/BFO_0000145>	<http://www.w3.org/2000/01/rdf-schema#label>	"relational quality"@en	
<https://w3id.org/pmd/co/PMD_0000525>	<http://www.w3.org/2000/01/rdf-schema#label>	"atomic force microscope"@en	
<https://w3id.org/pmd/co/PMD_0000525>	<http://www.w3.org/2000/01/rdf-schema#label>	"Atomkraftmikroskop"@de	
<http://purl.obolibrary.org/obo/CHEBI_33330>	<http://www.w3.org/2000/01/rdf-schema#label>	"scandium atom"	
<http://purl.obolibrary.org/obo/CHEBI_23116>	<http://www.w3.org/2000/01/rdf-schema#label>	"chlorine atom"	
<https://w3id.org/pmd/co/PMD_0000008>	<http://www.w3.org/2000/01/rdf-schema#label>	"process characteristic"@en	
<https://w3id.org/pmd/co/PMD_0050083>	<http://www.w3.org/2000/01/rdf-schema#label>	"Barium Titanate (BaTiO₃)"@en	
<https://w3id.org/pmd/co/PMD_0000659>	<http://www.w3.org/2000/01/rdf-schema#label>	"gel permeation chromatography system"@en	
<https://w3id.org/pmd/co/PMD_0000659>	<http://www.w3.org/2000/01/rdf-schema#label>	"Gelpermeations-Chromatographiesystem"@de	
<https://w3id.org/pmd/co/PMD_0020146>	<http://www.w3.org/2000/01/rdf-schema#label>	"catalyst"@en	
<https://w3id.org/pmd/co/PMD_0020028>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of indium"@en	
<https://w3id.org/pmd/co/PMD_0000642>	<http://www.w3.org/2000/01/rdf-schema#label>	"flow cytometer"@en	
<https://w3id.org/pmd/co/PMD_0000642>	<http://www.w3.org/2000/01/rdf-schema#label>	"Durchflusszytometer"@de	
<https://w3id.org/pmd/co/PMD_0000873>	<http://www.w3.org/2000/01/rdf-schema#label>	"operator role"@en	
<https://w3id.org/pmd/co/PMD_0000953>	<http://www.w3.org/2000/01/rdf-schema#label>	"structural and chemical decay"@en	
<https://w3id.org/pmd/co/PMD_0050044>	<http://www.w3.org/2000/01/rdf-schema#label>	"stoneware"@en	
<https://w3id.org/pmd/co/PMD_0020132>	<http://www.w3.org/2000/01/rdf-schema#label>	"size"@en	
<https://w3id.org/pmd/co/PMD_0050148>	<http://www.w3.org/2000/01/rdf-schema#label>	"borate-based bioactive glass"@en	
<http://purl.obolibrary.org/obo/CHEBI_33373>	<http://www.w3.org/2000/01/rdf-schema#label>	"promethium atom"	
<https://w3id.org/pmd/co/PMD_0000776>	<http://www.w3.org/2000/01/rdf-schema#label>	"hardness testing process"@en	
<https://w3id.org/pmd/co/PMD_0000776>	<http://www.w3.org/2000/01/rdf-schema#label>	"Härteprüfverfahren"@de	
<https://w3id.org/pmd/co/PMD_0000931>	<http://www.w3.org/2000/01/rdf-schema#label>	"simulation method specification"@en	
<https://w3id.org/pmd/co/PMD_0050091>	<http://www.w3.org/2000/01/rdf-schema#label>	"bioceramics"@en	
<https://w3id.org/pmd/co/PMD_0050126>	<http://www.w3.org/2000/01/rdf-schema#label>	"toughened (tempered) glass"@en	
<http://purl.obolibrary.org/obo/CHEBI_28112>	<http://www.w3.org/2000/01/rdf-schema#label>	"nickel atom"	
<https://w3id.org/pmd/co/PMD_0000603>	<http://www.w3.org/2000/01/rdf-schema#label>	"device role"@en	
<https://w3id.org/pmd/co/PMD_0000603>	<http://www.w3.org/2000/01/rdf-schema#label>	"Rolle eines Gerätes"@de	
<http://purl.obolibrary.org/obo/CHEBI_28659>	<http://www.w3.org/2000/01/rdf-schema#label>	"phosphorus atom"	
<https://w3id.org/pmd/co/PMD_0000820>	<http://www.w3.org/2000/01/rdf-schema#label>	"load cell"@en	
<https://w3id.org/pmd/co/PMD_0000820>	<http://www.w3.org/2000/01/rdf-schema#label>	"Kraftmessdose"@de	
<https://w3id.org/pmd/co/PMD_0000777>	<http://www.w3.org/2000/01/rdf-schema#label>	"heat capacity"@en	
<https://w3id.org/pmd/co/PMD_0020145>	<http://www.w3.org/2000/01/rdf-schema#label>	"educt"@en	
<https://w3id.org/pmd/co/PMD_0000812>	<http://www.w3.org/2000/01/rdf-schema#label>	"joining function"@en	
<https://w3id.org/pmd/co/PMD_0000812>	<http://www.w3.org/2000/01/rdf-schema#label>	"Verbindungsfunktion"@de	
<http://purl.obolibrary.org/obo/CHEBI_49696>	<http://www.w3.org/2000/01/rdf-schema#label>	"krypton atom"	
<https://w3id.org/pmd/co/PMD_0000881>	<http://www.w3.org/2000/01/rdf-schema#label>	"person"@en	
<https://w3id.org/pmd/co/PMD_0050000>	<http://www.w3.org/2000/01/rdf-schema#label>	"bond"@en	
<https://w3id.org/pmd/co/PMD_0020203>	<http://www.w3.org/2000/01/rdf-schema#label>	"notch"@en	
<https://w3id.org/pmd/co/PMD_0020041>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of argon"@en	
<https://w3id.org/pmd/co/PMD_0000650>	<http://www.w3.org/2000/01/rdf-schema#label>	"forming under compressive conditions"@en	
<https://w3id.org/pmd/co/PMD_0000650>	<http://www.w3.org/2000/01/rdf-schema#label>	"Druckumformen"@de	
<http://purl.obolibrary.org/obo/CHEBI_33351>	<http://www.w3.org/2000/01/rdf-schema#label>	"seaborgium atom"	
<https://w3id.org/pmd/co/PMD_0000916>	<http://www.w3.org/2000/01/rdf-schema#label>	"rheological property analyzing process"@en	
<https://w3id.org/pmd/co/PMD_0000916>	<http://www.w3.org/2000/01/rdf-schema#label>	"Rheologische Eigenschaften Analyseverfahren"@de	
<https://w3id.org/pmd/co/PMD_0050043>	<http://www.w3.org/2000/01/rdf-schema#label>	"earthenware"@en	
<https://w3id.org/pmd/co/PMD_0000053>	<http://www.w3.org/2000/01/rdf-schema#label>	"melting process"@en	
<https://w3id.org/pmd/co/PMD_0000053>	<http://www.w3.org/2000/01/rdf-schema#label>	"Schmelzprozess"@de	
<https://w3id.org/pmd/co/PMD_0020026>	<http://www.w3.org/2000/01/rdf-schema#label>	"portion of iron"@en	
<https://w3id.org/pmd/co/PMD_0020106>	<http://www.w3.org/2000/01/rdf-schema#label>	"polycrystal"@en	
<https://w3id.org/pmd/co/PMD_0050139>	<http://www.w3.org/2000/01/rdf-schema#label>	"cobalt-borosilicate glass"@en	
<https://w3id.org/pmd/co/PMD_0000894>	<http://www.w3.org/2000/01/rdf-schema#label>	"precision lathe"@en	
<https://w3id.org/pmd/co/PMD_0000894>	<http://www.w3.org/2000/01/rdf-schema#label>	"Präzisionsdrehmaschine"@de	
<https://w3id.org/pmd/co/PMD_0050090>	<http://www.w3.org/2000/01/rdf-schema#label>	"bismuth strontium calcium copper oxide"@en	
<https://w3id.org/pmd/co/PMD_0000833>	<http://www.w3.org/2000/01/rdf-schema#label>	"manufacturing process"@en	
<https://w3id.org/pmd/co/PMD_0000833>	<http://www.w3.org/2000/01/rdf-schema#label>	"Herstellungsprozess"@de	
